# ----------------------------------------
# iRozhlas
# Queries
# 20190624-20190630
# ----------------------------------------

Search Query,Clicks,Impressions,CTR,Average Position
počasí,"2,553","181,905",1.40%,2.6
rozhlas,838,"3,244",25.83%,3.1
hlasování o nedůvěře vládě,712,"5,460",13.04%,3.8
černobyl,597,"8,848",6.75%,2.8
rath,583,"3,854",15.13%,3.2
mikuláš minář,446,"6,843",6.52%,6.1
důvěra vládě,430,813,52.89%,1.1
nedůvěra vládě,403,"5,140",7.84%,2.5
robert bobroczky,372,"2,631",14.14%,7.5
teroristický utok tunisko,365,"1,280",28.52%,1.0
demonstrace letná 2019,359,"4,210",8.53%,4.9
zprávy,298,"9,106",3.27%,2.3
i rozhlas,267,302,88.41%,1.0
adam vojtěch,232,"2,526",9.18%,2.0
david rath,227,"5,008",4.53%,5.7
desetikoruna z roku 1993,227,391,58.06%,1.1
ministr adam vojtěch,209,"1,900",11.00%,1.2
demonstrace letná,198,"1,432",13.83%,3.2
hlasování o nedůvěře vládě 2019,198,950,20.84%,2.6
neduvera vlade,192,817,23.50%,1.9
perseidy 2019,192,669,28.70%,2.7
letná demonstrace,188,"1,849",10.17%,3.9
tomáš horáček,175,797,21.96%,1.1
michael jackson,174,"10,339",1.68%,5.9
letná 1989,171,619,27.63%,1.4
benjamin roll,167,"2,091",7.99%,2.8
jiří burian,167,"9,335",1.79%,6.2
izurnal,166,222,74.77%,1.0
hlasování o nedůvěře vlády,156,"2,274",6.86%,6.6
www.irozhlas,155,170,91.18%,1.0
vigantol,149,"1,594",9.35%,6.2
chroust,144,"10,491",1.37%,9.2
facebook,143,"365,594",0.04%,2.7
milion chvilek,136,"6,395",2.13%,4.7
demonstrace praha,135,489,27.61%,2.7
zprávy z domova,128,900,14.22%,4.1
lucie novanská,126,396,31.82%,1.7
tunisko,116,"1,394",8.32%,2.4
demonstrace 1989,115,304,37.83%,1.4
demonstrace letná 1989,114,355,32.11%,1.1
jermanová,114,"1,268",8.99%,2.6
letná,114,"1,788",6.38%,5.1
kapitán demo,112,"6,414",1.75%,8.9
volební průzkum,112,437,25.63%,1.8
cernobyl,111,"2,042",5.44%,4.8
gruzie,110,"1,736",6.34%,2.0
merkelová,108,"1,192",9.06%,4.7
rodičovský příspěvek,107,"1,197",8.94%,5.4
babiš,106,"1,420",7.46%,6.9
merkelová třes,103,"1,089",9.46%,3.9
vinohradská 12,103,144,71.53%,2.0
milion chvilek demonstrace letná,98,"1,549",6.33%,4.3
sucho,98,675,14.52%,3.8
václav nedomanský,98,"2,722",3.60%,4.5
stanciu slavia,97,"1,078",9.00%,5.1
vzácné mince,97,312,31.09%,1.1
ministr kultury,95,587,16.18%,2.2
martin ondráček,94,385,24.42%,2.7
fireflies,93,530,17.55%,2.7
ministr zdravotnictví,90,804,11.19%,4.8
rozhlas zprávy,90,93,96.77%,1.0
alena schillerová stb,88,508,17.32%,2.0
chernobyl,88,"6,588",1.34%,6.8
sametová revoluce počet lidí,87,141,61.70%,2.0
český rozhlas,86,"7,048",1.22%,4.3
babiš demonstrace letná,85,893,9.52%,2.9
neduvera vlady,85,219,38.81%,1.4
kauza rath,84,218,38.53%,1.5
drabova cernobyl,83,130,63.85%,1.1
milion chvilek placka,83,301,27.57%,3.1
parlamentní volby 2017,83,244,34.02%,1.4
vyslovení nedůvěry vládě čr,83,370,22.43%,1.9
volby do evropského parlamentu 2019,82,397,20.65%,2.5
demonstrace,81,"1,165",6.95%,4.7
hlasovani o duvere vlade,80,454,17.62%,3.6
hlasovani o neduvere vlady,80,631,12.68%,4.3
letna 1989,80,225,35.56%,1.2
hlasování o nedůvěře,79,474,16.67%,2.7
chrousti 2019,78,767,10.17%,2.3
duvera vlade,78,189,41.27%,1.3
vzacna 10 koruna,77,138,55.80%,1.3
průměrná mzda 2019,75,451,16.63%,3.0
stanciu,73,"1,263",5.78%,3.6
střelba praha,73,179,40.78%,1.5
tomas horacek,73,312,23.40%,1.1
demonstrace letná babiš,72,691,10.42%,3.0
čaputová,71,"1,442",4.92%,4.0
meda mládková,71,"3,216",2.21%,3.3
nedůvěra vládě 2019,70,321,21.81%,2.7
vladimír dbalý,70,255,27.45%,1.7
desetikoruna 2000,69,181,38.12%,1.6
žraloci v chorvatsku,69,394,17.51%,3.4
duvera vlady 2019,68,149,45.64%,1.1
lucia novanská,68,259,26.25%,1.2
nejoblíbenější jména,66,173,38.15%,1.0
stanciu do slavie,66,641,10.30%,2.4
nikdy jsem,65,"1,421",4.57%,5.3
trikolora,65,"2,284",2.85%,6.6
nehoda d10,64,126,50.79%,1.5
bioparox,63,285,22.11%,5.8
,"58,415","1,820,650",3.21%,5.2

Week Index,Clicks
0000,"52,464"
0001,"5,951"
,"58,415"
